NAME,B01003_001E,B01002_001E,B25010_001E,B15003_017E,B15003_022E,B02001_002E,B02001_003E,B03003_003E,B01001_002E,B01001_026E,B01001_003E,B01001_007E,B01001_012E,B01001_020E,B25001_001E,B25002_002E,B25002_003E,B25003_002E,B25003_003E,B25077_001E,B25064_001E,B25024_002E,B25024_003E,B25024_004E,B25034_001E,B25081_002E,B25081_003E,B25004_001E,B25003_001E,B19013_001E,B19301_001E,B23025_005E,B23025_002E,B17001_002E,B17001_001E,C24010_001E,B19057_002E,B08303_001E,B08101_001E,state,county,State,Year
"Plaquemines Parish, Louisiana",23536,36.0,2.87,4729,1930,15371,4826,1871,11658,11878,576,349,719,243,9509,8039,1470,5686,2353,212200,1377,4929,855,396,9509,2457,2126,1470,8039,69970,30598,506,10967,4045,23179,9532,153,9791,10052,22,075,Louisiana,2021
"Pointe Coupee Parish, Louisiana",20951,43.4,2.52,4750,1731,13137,7171,613,10282,10669,759,195,524,317,10983,8287,2696,6335,1952,150000,830,7730,85,221,10983,2704,2598,2696,8287,50431,29906,524,9450,4021,20752,8911,97,8410,8524,22,077,Louisiana,2021
"Rapides Parish, Louisiana",130459,37.6,2.60,26956,11932,81215,40689,4412,63351,67108,4386,1722,4020,1222,57889,48651,9238,31551,17100,153600,845,38999,1086,2428,57889,15827,14762,9238,48651,49639,27954,3675,59162,23803,126775,54925,556,51815,53770,22,079,Louisiana,2021
"Red River Parish, Louisiana",7787,37.5,2.72,2332,475,4389,3275,39,3863,3924,352,100,354,121,3632,2800,832,2061,739,78900,607,2332,40,93,3632,820,810,832,2800,41227,21521,112,2961,1616,7396,2849,23,2754,2805,22,081,Louisiana,2021
"Richland Parish, Louisiana",20110,39.2,2.64,4146,1181,12350,7199,456,9937,10173,668,228,495,211,8670,7202,1468,4657,2545,108000,702,6009,140,263,8670,1908,1846,1468,7202,42956,21813,493,8005,5471,19149,7498,173,6958,7301,22,083,Louisiana,2021
"Sabine Parish, Louisiana",22377,41.4,2.63,6110,1339,15137,3245,901,11153,11224,686,386,654,286,13554,8361,5193,5879,2482,98600,586,6671,151,286,13554,2117,2046,5193,8361,39975,23363,773,8095,4771,22085,7313,722,6975,7190,22,085,Louisiana,2021
"St. Bernard Parish, Louisiana",43821,35.0,2.82,6928,2827,29213,10516,4501,21449,22372,1493,500,1718,450,17529,15472,2057,10951,4521,159100,959,12563,1596,704,17529,6104,5670,2057,15472,52538,26192,1749,20587,9428,43456,18803,408,17900,18488,22,087,Louisiana,2021
"St. Charles Parish, Louisiana",52411,38.4,2.78,9084,7704,35090,13748,3357,26296,26115,1613,489,1654,586,20426,18640,1786,15043,3597,217800,1097,15881,316,482,20426,8546,7858,1786,18640,72088,35653,1728,26284,5286,51629,24507,306,22826,24108,22,089,Louisiana,2021
"St. Helena Parish, Louisiana",10881,42.0,2.69,3036,568,5006,5583,221,5213,5668,305,308,271,125,5226,3991,1235,3054,937,83700,685,2834,0,29,5226,954,909,1235,3991,40857,21821,1264,4827,2689,10666,3563,21,3274,3474,22,091,Louisiana,2021
"St. James Parish, Louisiana",20390,40.0,2.70,5089,1789,10048,10065,361,9857,10533,603,254,609,127,8589,7464,1125,6118,1346,167700,686,6200,0,371,8589,2670,2510,1125,7464,56207,30011,487,9290,2416,20189,8803,312,8301,8590,22,093,Louisiana,2021
"St. John the Baptist Parish, Louisiana",42704,38.0,2.79,9449,2850,15025,24596,2864,21013,21691,1397,321,1285,474,17746,15109,2637,12224,2885,157900,947,14186,151,458,17746,7041,6492,2637,15109,60743,28447,2144,20255,6262,42088,18095,660,16952,17761,22,095,Louisiana,2021
"St. Landry Parish, Louisiana",82999,37.2,2.69,18136,5147,45628,33686,1968,40248,42751,3098,1013,2544,888,36702,30479,6223,21191,9288,124900,658,26023,241,1293,36702,9032,8502,6223,30479,41068,22508,2156,33608,21097,81396,31261,342,29062,30463,22,097,Louisiana,2021
"St. Martin Parish, Louisiana",52222,38.7,2.66,13702,3905,34612,15316,1605,25763,26459,1692,721,1664,444,23407,19537,3870,15211,4326,125200,740,16300,132,254,23407,6771,6228,3870,19537,46711,25935,1569,23817,8937,51720,22143,157,20675,21807,22,099,Louisiana,2021
"St. Mary Parish, Louisiana",49818,39.3,2.64,13545,2803,29103,15018,3524,24671,25147,1716,488,1393,679,22561,18565,3996,12259,6306,110200,799,15617,64,793,22561,4698,4322,3996,18565,43097,23866,1556,21221,10063,49055,19607,241,18808,19303,22,101,Louisiana,2021
"St. Tammany Parish, Louisiana",262799,40.4,2.62,34709,42265,209458,31208,15533,128411,134388,7807,3062,7368,3022,108851,99293,9558,78033,21260,232700,1163,84820,2668,2005,108851,49414,43469,9558,99293,70986,37196,6596,129107,30553,260081,121115,1211,107870,119408,22,103,Louisiana,2021
"Tangipahoa Parish, Louisiana",132492,35.6,2.67,26354,12492,86492,39734,5913,64416,68076,4626,1924,4694,1841,56149,48390,7759,34556,13834,170600,866,37246,678,2566,56149,18735,17383,7759,48390,50659,27747,3511,60570,25793,128544,56921,442,53181,55847,22,105,Louisiana,2021
"Tensas Parish, Louisiana",4269,44.8,2.83,1217,283,1805,2267,126,2048,2221,110,44,21,50,2845,1502,1343,1030,472,84200,517,2262,35,8,2845,250,247,1343,1502,32962,17525,236,1415,1579,4252,1179,16,1126,1136,22,107,Louisiana,2021
"Terrebonne Parish, Louisiana",110100,36.6,2.59,22517,7787,75290,20904,5728,54440,55660,3715,1142,3543,961,47042,41960,5082,30518,11442,160600,913,33287,946,840,47042,15589,14086,5082,41960,57940,29885,3323,49778,19291,108357,46196,892,44321,45485,22,109,Louisiana,2021
"Union Parish, Louisiana",21272,41.7,2.70,6031,1902,14904,5159,1054,10725,10547,590,342,482,285,10493,7669,2824,6174,1495,94200,596,6248,8,84,10493,2057,1951,2824,7669,44192,27492,590,8632,4874,20670,8042,189,7786,8016,22,111,Louisiana,2021
"Vermilion Parish, Louisiana",57775,38.6,2.66,13321,4858,46023,8114,2122,28241,29534,2010,623,1528,635,25760,21580,4180,16572,5008,135500,700,18854,311,235,25760,7217,6733,4180,21580,56347,27501,1646,25565,9971,57122,23758,304,22071,23108,22,113,Louisiana,2021
"Vernon Parish, Louisiana",49064,30.7,2.68,10193,3983,37029,6887,4698,26090,22974,1958,1089,2068,422,21968,17263,4705,9570,7693,125600,965,11407,1055,1758,21968,4553,4424,4705,17263,53215,26214,1131,23078,8175,46170,15808,85,20280,21514,22,115,Louisiana,2021
"Washington Parish, Louisiana",45794,39.8,2.53,10664,2141,30431,14098,1140,22867,22927,1585,541,1324,421,21386,17367,4019,11593,5774,113700,674,13934,88,588,21386,4275,4011,4019,17367,39168,21632,1919,18645,10742,43574,16704,369,15984,16339,22,117,Louisiana,2021
"Webster Parish, Louisiana",37356,41.2,2.45,9562,2652,23492,12771,770,18344,19012,1153,431,1107,379,18339,14831,3508,9719,5112,86700,701,12575,365,314,18339,3847,3605,3508,14831,31197,19313,651,13949,9699,36396,13206,1298,12238,13061,22,119,Louisiana,2021
"West Baton Rouge Parish, Louisiana",27064,36.6,2.67,5876,2859,15559,11059,888,13205,13859,629,406,1103,375,11247,9759,1488,7391,2368,193800,935,7588,158,169,11247,3824,3488,1488,9759,72391,30567,1033,13401,3819,26142,12326,115,11930,12239,22,121,Louisiana,2021
"West Carroll Parish, Louisiana",9959,40.8,2.61,2615,442,7934,1605,421,5064,4895,278,110,373,95,4718,3700,1018,2897,803,87000,634,3189,13,2,4718,1000,956,1018,3700,42050,22589,195,3827,2069,9642,3632,177,3527,3563,22,123,Louisiana,2021
"West Feliciana Parish, Louisiana",15334,41.9,3.02,3130,1979,8126,6801,238,10312,5022,414,290,1234,209,5062,3852,1210,2774,1078,215300,916,3177,23,146,5062,1321,1160,1210,3852,63450,28117,592,6245,1757,11738,5638,39,5355,5564,22,125,Louisiana,2021
"Winn Parish, Louisiana",13875,40.5,2.55,3589,907,9031,4467,273,7454,6421,324,61,697,234,6451,4726,1725,3229,1497,90900,591,4448,18,271,6451,1153,1118,1725,4726,43710,23868,253,4969,2206,12007,4716,127,4365,4655,22,127,Louisiana,2021
"Capitol Planning Region, Connecticut",977165,39.8,2.43,148007,154850,654037,123631,174513,477460,499705,25765,15780,32325,11255,413960,386549,27411,252141,134408,283800,1297,236009,24478,28145,413960,166915,139680,27411,386549,88190,47802,29389,526999,101370,942162,496708,14507,421751,485812,09,110,Connecticut,2022
"Greater Bridgeport Planning Region, Connecticut",326381,40.5,2.69,48918,52095,213952,39028,66469,159824,166557,8762,5269,9211,3713,125378,117497,7881,77956,39541,372000,1446,67646,9738,13177,125378,51678,42281,7881,117497,83147,48201,13337,173419,42156,316788,159994,3202,137595,156551,09,120,Connecticut,2022
"Lower Connecticut River Valley Planning Region, Connecticut",175244,45.6,2.30,27470,32151,147012,8697,12296,86193,89051,3737,2266,5016,2270,82618,73084,9534,54922,18162,341300,1345,59160,3404,4269,82618,35703,29476,9534,73084,99742,54712,4058,99031,10964,168957,94796,1533,80435,93089,09,130,Connecticut,2022
"Naugatuck Valley Planning Region, Connecticut",451887,41.1,2.50,83709,60414,311573,52205,86177,220494,231393,12004,5483,14780,5238,191666,177656,14010,119006,58650,273500,1218,111793,12635,18095,191666,79450,66376,14010,177656,82939,44275,15476,243440,45555,445259,227485,5394,201540,223763,09,140,Connecticut,2022
"Northeastern Connecticut Planning Region, Connecticut",95687,41.7,2.44,20416,9844,81504,1611,11315,47915,47772,2356,1132,3149,1170,41503,38574,2929,28696,9878,268500,1119,30211,1676,2754,41503,19806,16931,2929,38574,83119,40723,3893,52355,8356,94421,48377,1675,42564,46788,09,150,Connecticut,2022
"Northwest Hills Planning Region, Connecticut",112696,45.1,2.40,20565,18125,92804,5352,12232,55997,56699,2790,1678,3390,1515,55596,45976,9620,34234,11742,296800,1149,41286,2128,4100,55596,21906,18021,9620,45976,87971,52279,3287,61328,10462,110869,57987,841,50094,56900,09,160,Connecticut,2022
"South Central Connecticut Planning Region, Connecticut",571298,39.9,2.42,101164,81523,385872,76381,107644,276095,295203,14504,9632,18258,6536,246338,226154,20184,137967,88187,309600,1408,131076,14051,23281,246338,90738,74777,20184,226154,83617,46781,18811,307591,64563,548511,288553,7046,251077,282725,09,170,Connecticut,2022
"Southeastern Connecticut Planning Region, Connecticut",280293,41.6,2.35,50024,38034,221146,16191,31878,140310,139983,6843,4353,9191,3541,125334,113810,11524,75262,38548,275900,1254,77780,5975,9379,125334,47208,40069,11524,113810,80330,43292,7669,149787,26614,267571,136582,3789,123815,137271,09,180,Connecticut,2022
"Western Connecticut Planning Region, Connecticut",620666,41.1,2.66,70435,126881,414266,62311,124884,304908,315758,16944,7921,18003,6225,248939,230507,18432,152404,78103,595600,1952,143930,17709,17219,248939,104618,84867,18432,230507,118930,76090,19130,341391,45652,613025,322043,4162,262656,315294,09,190,Connecticut,2022
"Acadia Parish, Louisiana",57674,36.7,2.65,13809,3777,45230,9511,1780,28596,29078,2268,902,1803,675,25030,21388,3642,14627,6761,145100,719,18905,191,947,25030,5837,5548,3642,21388,44977,25731,2179,24845,13459,56735,22653,355,21495,22432,22,001,Louisiana,2022
"Allen Parish, Louisiana",22798,38.5,2.52,5697,1285,16916,4052,1460,12751,10047,690,232,1017,343,9532,7636,1896,5804,1832,113400,734,6906,91,477,9532,1900,1831,1896,7636,52755,23971,758,8555,3711,18955,7782,89,7400,7720,22,003,Louisiana,2022
"Ascension Parish, Louisiana",126973,36.2,2.74,20780,16316,85412,29074,7829,62764,64209,4368,1843,4520,1325,49998,46040,3958,38337,7703,255600,1230,37537,713,765,49998,24923,22590,3958,46040,93800,41355,2979,65683,12453,125821,62579,882,57287,61876,22,005,Louisiana,2022
"Assumption Parish, Louisiana",21067,41.9,2.50,5178,1217,13836,6091,714,10039,11028,498,284,503,350,10032,8368,1664,6938,1430,130600,766,6132,101,256,10032,2338,2066,1664,8368,47023,28758,744,9363,3354,20925,8579,239,7938,8361,22,007,Louisiana,2022
"Avoyelles Parish, Louisiana",39529,38.6,2.49,7284,2002,25755,10126,870,19774,19755,1327,574,1345,476,18261,14600,3661,10251,4349,123600,749,13064,172,529,18261,4569,4451,3661,14600,38696,23597,1197,16155,10160,36357,14861,169,14076,14535,22,009,Louisiana,2022
"Beauregard Parish, Louisiana",36553,37.3,2.65,8054,2961,29563,4267,1448,18747,17806,1255,449,1500,376,15802,13587,2215,11181,2406,150200,867,10007,95,164,15802,4701,4553,2215,13587,68525,33582,1275,16144,4765,35787,14535,276,14022,14499,22,011,Louisiana,2022
"Bienville Parish, Louisiana",12958,42.1,2.35,3908,823,7066,5396,285,6192,6766,369,118,388,108,6907,5375,1532,3962,1413,85800,541,4211,28,191,6907,1244,1202,1532,5375,34268,22269,267,4776,3928,12638,4501,151,4167,4426,22,013,Louisiana,2022
"Bossier Parish, Louisiana",128877,36.0,2.60,21411,15201,86183,30766,8914,64006,64871,4222,1559,4916,992,55638,48651,6987,31834,16817,206600,1101,38069,1438,712,55638,19763,17888,6987,48651,64598,33873,3176,61583,21074,126478,53983,1251,54067,57584,22,015,Louisiana,2022
"Caddo Parish, Louisiana",236259,38.7,2.45,43977,22890,105210,116373,7200,112058,124201,7490,2870,7579,2738,112469,94475,17994,57182,37293,166700,927,76252,2675,2564,112469,31174,28660,17994,94475,47572,31612,9102,106386,50825,231637,96578,2422,90878,95321,22,017,Louisiana,2022
"Calcasieu Parish, Louisiana",210770,36.7,2.70,40355,21647,143271,51821,8823,103638,107132,7396,2593,7274,1893,93431,76853,16578,54406,22447,196900,1025,62357,1259,3834,93431,28471,26517,16578,76853,64370,33486,5460,97509,35580,207624,91987,1466,86712,90879,22,019,Louisiana,2022
"Caldwell Parish, Louisiana",9658,40.2,2.66,2608,640,7453,1957,82,5100,4558,302,30,447,166,4634,3521,1113,2452,1069,103500,801,2430,27,146,4634,880,856,1113,3521,45707,28491,468,3625,2327,9360,3157,21,2962,3085,22,021,Louisiana,2022
"Cameron Parish, Louisiana",5447,43.3,2.50,1461,384,4964,60,218,2989,2458,179,90,92,53,3556,2166,1390,1939,227,177600,-666666666,2085,0,0,3556,873,828,1390,2166,69847,33858,55,2639,669,5410,2584,124,2476,2531,22,023,Louisiana,2022
"Catahoula Parish, Louisiana",8895,38.8,2.52,2021,693,5938,2813,97,4655,4240,259,107,310,95,4461,3030,1431,2355,675,91300,712,2578,38,108,4461,667,647,1431,3030,48259,24910,203,3133,1873,7598,2928,4,2612,2877,22,025,Louisiana,2022
"Claiborne Parish, Louisiana",14203,42.3,2.43,4224,786,6479,7051,253,7656,6547,282,353,464,131,6858,5060,1798,3646,1414,79100,626,4528,25,81,6858,1112,1075,1798,5060,32034,18721,231,4496,4005,12280,4251,502,3987,4112,22,027,Louisiana,2022
"Concordia Parish, Louisiana",18677,37.8,2.75,3741,1390,10752,7327,355,9298,9379,601,146,608,257,9003,6302,2701,4585,1717,94600,772,6331,115,57,9003,1827,1722,2701,6302,38929,21941,741,6196,5864,17311,5455,74,5189,5287,22,029,Louisiana,2022
"De Soto Parish, Louisiana",26821,39.3,2.60,5979,2027,16276,9164,879,13130,13691,817,304,854,284,12463,10235,2228,7663,2572,144100,660,7261,17,380,12463,3588,3163,2228,10235,49807,28772,766,11124,5381,26614,10342,96,9942,10193,22,031,Louisiana,2022
"East Baton Rouge Parish, Louisiana",454369,34.0,2.54,64048,64684,203084,205448,20482,217767,236602,14327,9019,14517,5309,204246,173792,30454,103930,69862,232800,1081,127240,5915,4750,204246,63895,58053,30454,173792,62083,37540,16637,234771,78833,441372,217919,2130,200046,213013,22,033,Louisiana,2022
"East Carroll Parish, Louisiana",7371,33.9,2.31,1259,481,2042,4935,110,4122,3249,63,134,365,112,3319,2381,938,1462,919,72600,724,2185,16,130,3319,421,390,938,2381,30856,19646,301,1994,2216,5501,1693,44,1604,1623,22,035,Louisiana,2022
"East Feliciana Parish, Louisiana",19452,44.3,2.46,4527,1750,10650,7796,351,10737,8715,494,299,756,375,8124,6613,1511,5449,1164,204800,678,5383,104,81,8124,2318,2232,1511,6613,64709,32720,385,7044,2441,16640,6647,23,6211,6530,22,037,Louisiana,2022
"Evangeline Parish, Louisiana",32335,36.9,2.55,6409,1961,21415,8193,1352,16410,15925,1179,337,950,376,14494,12128,2366,7834,4294,101000,667,10660,113,724,14494,3092,2935,2366,12128,34526,21877,1860,13282,8576,30889,11404,120,10708,11046,22,039,Louisiana,2022
"Franklin Parish, Louisiana",19752,39.0,2.55,4672,1302,13180,6008,328,9408,10344,627,199,467,303,8936,7308,1628,5464,1844,99200,701,6499,127,81,8936,1956,1829,1628,7308,41129,23658,676,7362,4884,18769,6686,168,6242,6500,22,041,Louisiana,2022
"Grant Parish, Louisiana",22185,37.9,2.85,5336,1440,17532,3366,1190,12556,9629,638,295,1257,275,9023,6719,2304,5499,1220,128100,816,6020,32,111,9023,2312,2261,2304,6719,57362,25077,323,8144,2855,19022,7801,50,7511,7706,22,043,Louisiana,2022
"Iberia Parish, Louisiana",69958,37.4,2.56,16339,4873,41089,21827,3095,34540,35418,2491,896,2064,919,31102,26954,4148,18474,8480,152400,846,21278,299,518,31102,8456,7788,4148,26954,55190,28315,1986,31302,15953,69049,29316,380,26891,28561,22,045,Louisiana,2022
"Iberville Parish, Louisiana",30210,39.9,2.47,6511,2067,14575,13717,964,15365,14845,807,336,1156,258,13302,11042,2260,8228,2814,161400,803,9326,281,249,13302,3971,3697,2260,11042,59410,28538,992,13346,4597,27311,12223,205,11424,12009,22,047,Louisiana,2022
"Jackson Parish, Louisiana",15093,41.4,2.59,3667,987,10211,3877,297,7624,7469,390,150,565,209,7237,5461,1776,3743,1718,105700,703,5319,34,320,7237,1192,1133,1776,5461,40406,22804,254,5185,3706,14143,4931,161,4653,4867,22,049,Louisiana,2022
"Jefferson Parish, Louisiana",436171,39.8,2.46,72502,59420,245470,117131,66079,212244,223927,14006,4670,15078,5716,193740,176165,17575,110430,65735,231700,1121,127669,7521,6426,193740,58242,51681,17575,176165,63257,35720,13306,222590,66951,432591,208078,3116,191337,204156,22,051,Louisiana,2022
"Jefferson Davis Parish, Louisiana",32277,37.9,2.72,7555,1963,25034,5404,837,16068,16209,1060,340,873,318,14007,11682,2325,9071,2611,149800,787,10708,68,307,14007,4078,3915,2325,11682,52470,30081,552,13717,5074,31674,13165,175,12536,12900,22,053,Louisiana,2022
"Lafayette Parish, Louisiana",243175,36.2,2.44,41188,38795,160322,62497,11370,119067,124108,8140,2752,9809,2380,108681,97694,10987,64768,32926,222400,986,74120,2587,1698,108681,37582,34562,10987,97694,66617,38161,6518,124530,40006,237978,117677,1195,107356,116494,22,055,Louisiana,2022
"Lafourche Parish, Louisiana",97220,38.8,2.58,21733,8279,75654,12950,4372,47908,49312,2774,1271,3450,973,41108,36828,4280,28826,8002,177200,873,29628,894,942,41108,13875,12691,4280,36828,61381,32716,2898,44755,15695,94822,41845,771,39495,41074,22,057,Louisiana,2022
"LaSalle Parish, Louisiana",14764,38.3,2.93,3270,1196,12166,1732,582,7999,6765,415,274,611,191,6195,4665,1530,3875,790,120500,646,4301,32,73,6195,1836,1774,1530,4665,59926,29769,309,6719,2081,13699,6407,82,6137,6278,22,059,Louisiana,2022
"Lincoln Parish, Louisiana",48323,28.3,2.46,6733,5494,26152,18095,1550,23783,24540,1369,1795,1306,287,20491,18043,2448,9367,8676,184300,817,11740,254,1728,20491,4206,3814,2448,18043,37001,24411,918,22155,13210,44477,21178,244,18848,20920,22,061,Louisiana,2022
"Livingston Parish, Louisiana",143425,36.6,2.86,28573,14911,123496,10684,6367,70817,72608,4482,1724,5122,1208,57984,49770,8214,40937,8833,210100,1130,40663,258,246,57984,24567,23132,8214,49770,77978,34237,3067,68463,16496,142124,65213,417,61362,64898,22,063,Louisiana,2022
"Madison Parish, Louisiana",10028,36.2,2.72,1638,672,3439,6265,294,4770,5258,305,142,347,138,4391,3092,1299,1713,1379,88200,603,3175,34,77,4391,559,534,1299,3092,34508,18314,183,3146,3223,8460,2962,60,2834,2902,22,065,Louisiana,2022
"Morehouse Parish, Louisiana",25438,40.0,2.60,5468,1478,12287,12277,392,12407,13031,811,479,690,322,11913,9474,2439,6323,3151,104300,714,8869,105,99,11913,2469,2331,2439,9474,37875,22534,907,10285,7067,24537,9371,449,8967,9196,22,067,Louisiana,2022
"Natchitoches Parish, Louisiana",37478,33.3,2.56,7279,3018,19170,15269,948,18089,19389,1113,823,1026,475,18605,13866,4739,7928,5938,155700,786,10427,545,614,18605,3237,3024,4739,13866,41310,25302,1380,15522,9184,35426,14127,1018,13642,14014,22,069,Louisiana,2022
"Orleans Parish, Louisiana",380408,37.9,2.35,51569,60578,123390,216866,21528,179688,200720,10892,5104,15337,3909,193999,155669,38330,76725,78944,281500,1162,88403,19736,30029,193999,42194,37537,38330,155669,51116,37013,16040,191667,84133,366993,174333,3393,152043,171424,22,071,Louisiana,2022
"Ouachita Parish, Louisiana",159585,36.5,2.58,28264,17102,91697,59511,3709,77016,82569,5299,2209,5432,1561,70178,59595,10583,35465,24130,172800,886,46055,1022,2726,70178,18225,16406,10583,59595,49261,29670,4733,73348,36050,153782,68429,3197,63179,67312,22,073,Louisiana,2022
"Plaquemines Parish, Louisiana",23305,36.4,2.80,4117,2016,14918,4945,1885,12112,11193,639,224,769,286,9560,8172,1388,5866,2306,253300,1559,5015,759,503,9560,2746,2450,1388,8172,77996,35413,489,11859,3379,22989,10570,203,10679,10962,22,075,Louisiana,2022
"Pointe Coupee Parish, Louisiana",20652,43.4,2.50,4809,1657,12829,6984,649,10201,10451,821,333,560,309,11020,8203,2817,6346,1857,172500,843,7889,100,202,11020,2710,2616,2817,8203,53045,31595,655,8876,3922,20499,8211,69,7729,7836,22,077,Louisiana,2022
"Rapides Parish, Louisiana",129536,37.7,2.59,26730,12220,80405,40339,4572,62847,66689,4278,1625,3908,1249,58076,48544,9532,31989,16555,171400,925,40100,974,2340,58076,16266,15269,9532,48544,55407,31010,3339,59433,23102,126081,55565,601,52503,54593,22,079,Louisiana,2022
"Red River Parish, Louisiana",7631,37.8,2.53,2249,363,4398,2979,168,3839,3792,318,100,375,114,3603,2934,669,2206,728,99100,710,2188,47,65,3603,976,941,669,2934,43821,23162,101,3016,1800,7269,2915,33,2829,2849,22,081,Louisiana,2022
"Richland Parish, Louisiana",20028,39.5,2.59,4023,1315,12270,7159,473,9951,10077,661,209,524,222,8668,7295,1373,4654,2641,121800,772,5993,184,239,8668,1989,1957,1373,7295,48125,25285,552,8128,4591,19106,7566,256,7090,7436,22,083,Louisiana,2022
"Sabine Parish, Louisiana",22209,41.1,2.62,5719,1484,14882,3221,961,11048,11161,649,422,651,282,13558,8339,5219,6110,2229,112300,659,6800,138,295,13558,2338,2283,5219,8339,40777,24911,589,7908,5237,21890,7309,565,6933,7234,22,085,Louisiana,2022
"St. Bernard Parish, Louisiana",44038,35.6,2.78,6491,3315,28618,10499,4667,21711,22327,1457,600,1692,428,17778,15732,2046,11312,4420,184000,1037,12867,1271,875,17778,6142,5759,2046,15732,55857,28451,1642,20536,9840,43690,18853,435,17551,18507,22,087,Louisiana,2022
"St. Charles Parish, Louisiana",52191,38.8,2.78,9210,7025,34653,12273,3426,26017,26174,1546,520,1599,547,20531,18591,1940,15349,3242,248600,1122,15778,303,515,20531,9040,8325,1940,18591,79191,38220,1751,26215,5249,51554,24399,260,22491,23995,22,089,Louisiana,2022
"St. Helena Parish, Louisiana",10872,42.2,2.68,3015,616,5046,5627,220,5400,5472,443,342,116,76,5284,4004,1280,3064,940,104700,761,2743,0,29,5284,820,782,1280,4004,46402,24660,1064,4950,2942,10715,3886,14,3590,3668,22,091,Louisiana,2022
"St. James Parish, Louisiana",20090,40.4,2.66,5137,1779,9938,9732,371,9716,10374,599,322,408,117,8604,7498,1106,6315,1183,185200,801,6326,5,430,8604,2803,2634,1106,7498,62946,33616,337,9352,2282,19907,9015,377,8252,8729,22,093,Louisiana,2022
"St. John the Baptist Parish, Louisiana",41986,37.9,2.73,9974,2863,13830,23616,3061,20563,21423,1243,365,1309,554,17799,15232,2567,11808,3424,173200,1139,13983,185,485,17799,6300,5933,2567,15232,65114,30643,1859,19980,5830,41481,18090,779,16645,17519,22,095,Louisiana,2022
"St. Landry Parish, Louisiana",82574,37.3,2.63,18036,4931,44705,33617,2056,40045,42529,3028,1065,2607,893,36840,30888,5952,21194,9694,148400,739,25042,387,1347,36840,8585,7980,5952,30888,44478,24413,2282,33144,22276,81024,30717,377,28279,29973,22,097,Louisiana,2022
"St. Martin Parish, Louisiana",51856,39.5,2.60,13602,3615,34230,14903,1647,25442,26414,1657,573,1586,485,23563,19874,3689,15540,4334,139900,773,16382,128,287,23563,6602,6070,3689,19874,50806,28679,1445,23520,9019,51348,21952,163,20418,21696,22,099,Louisiana,2022
"St. Mary Parish, Louisiana",49114,39.5,2.60,12911,2823,28427,14554,3566,24037,25077,1511,503,1392,778,22516,18628,3888,12946,5682,128000,829,15510,84,979,22516,4963,4512,3888,18628,47322,26949,1210,20627,10623,48461,19359,237,18448,19136,22,101,Louisiana,2022
"St. Tammany Parish, Louisiana",266168,40.6,2.61,34454,42984,207322,32362,16212,130486,135682,7784,3192,7471,3033,110680,101212,9468,80039,21173,262400,1247,86465,2863,1910,110680,50903,45622,9468,101212,76914,40393,6839,131711,30682,263232,123509,1308,107830,121358,22,103,Louisiana,2022
"Tangipahoa Parish, Louisiana",133953,35.7,2.67,25805,12831,85044,39939,6332,65523,68430,4606,2156,4822,1625,57354,48658,8696,35378,13280,193300,930,38113,712,2470,57354,18918,17627,8696,48658,55274,29192,3404,60989,24896,129545,57432,454,53241,56297,22,105,Louisiana,2022
"Tensas Parish, Louisiana",4127,47.4,2.52,1213,262,1726,2168,129,1948,2179,81,59,27,77,2815,1593,1222,1091,502,78300,622,2235,21,0,2815,256,243,1222,1593,35653,21019,166,1340,1403,4001,1174,22,1133,1154,22,107,Louisiana,2022
"Terrebonne Parish, Louisiana",108862,36.9,2.59,22581,8098,73482,20784,5818,53934,54928,3687,1108,3504,989,47314,41505,5809,30798,10707,174400,956,33397,850,902,47314,15381,14037,5809,41505,63088,32143,2944,50289,17532,107203,47126,837,44765,46254,22,109,Louisiana,2022
"Union Parish, Louisiana",21049,42.5,2.51,5727,2025,14805,5080,1099,10450,10599,545,292,454,234,10458,8172,2286,6327,1845,117300,698,6150,11,104,10458,2146,2025,2286,8172,47068,28575,461,8477,5507,20529,8016,232,7754,7984,22,111,Louisiana,2022
"Vermilion Parish, Louisiana",57202,38.6,2.61,13125,5270,45074,7718,2174,27840,29362,1872,685,1694,657,25735,21704,4031,16603,5101,154000,745,19087,237,157,25735,6751,6240,4031,21704,56194,29293,1513,24744,10909,56531,23066,240,21334,22422,22,113,Louisiana,2022
"Vernon Parish, Louisiana",48452,31.5,2.63,10064,4115,36306,6500,4664,25336,23116,1994,917,2002,436,21996,17726,4270,9809,7917,141900,1020,11206,1204,1676,21996,4462,4324,4270,17726,56547,28797,1033,22327,8390,46492,15879,117,19990,20966,22,115,Louisiana,2022
"Washington Parish, Louisiana",45514,40.6,2.55,11387,2493,29963,13814,1202,22961,22553,1505,574,1181,473,21420,17162,4258,11586,5576,133200,731,14655,141,634,21420,4145,3910,4258,17162,41803,24287,1966,18733,10294,43715,16763,336,15857,16324,22,117,Louisiana,2022
"Webster Parish, Louisiana",36761,41.5,2.42,9246,2582,23275,12355,828,18033,18728,1107,503,1012,409,18325,14801,3524,9926,4875,100100,735,12723,196,302,18325,3896,3601,3524,14801,34263,22706,722,13772,9888,35828,12994,1247,11946,12853,22,119,Louisiana,2022
